trophospecies_id,n_lumped,sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
135,1,Ulmaceae (Ulmus sp. and ?Polyporopollenites eoulmoides),autotroph ,autotroph,,135,Rosales,3,1,messel,0,11,1.0,0.0,1.5129870129870129,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
136,1,Ulmaceae (Zelkova sp.),autotroph ,autotroph,,136,Rosales,3,1,messel,0,8,1.0,0.0,1.5922551252847381,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
137,1,Myricaceae (Comptonia sp. and Triatriopollenites excelsus),myxotroph ,myxotroph,,137,Fagales,3,1,messel,0,9,1.0,0.0,1.450207468879668,0.0,1.5714285714285714,1.7168953529632769,249.64285714285714,
138,1,Myricaceae (Triatriopollenites rurensis),myxotroph ,myxotroph,,138,Fagales,3,1,messel,0,5,1.0,0.0,1.412121212121212,0.0,1.5714285714285714,1.7168953529632769,249.64285714285714,
139,1,Myricaceae (Triatriopollenites bituitus),myxotroph ,myxotroph,,139,Fagales,3,1,messel,0,7,1.0,0.0,1.4967880085653105,0.0,1.5714285714285714,1.7168953529632769,249.64285714285714,
140,1,Betulaceae (Alnipollenites verus ),myxotroph ,myxotroph,,140,Fagales,3,1,messel,0,16,1.0,0.0,1.5922551252847381,0.0,1.5714285714285714,1.7168953529632769,249.64285714285714,
141,1,Betulaceae (Trivestibulopollenites betuloides ),autotroph ,autotroph,,141,Fagales,3,1,messel,0,12,1.0,0.0,1.660332541567696,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
142,1,Betulaceae (Carpinus sp.),autotroph ,autotroph,,142,Fagales,3,1,messel,0,16,1.0,0.0,1.6722488038277512,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
143,1,Betulaceae (Ostrya sp.),autotroph ,autotroph,,143,Fagales,3,1,messel,0,13,1.0,0.0,1.6966019417475728,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
144,1,Juglandaceae (Carya sp. 1 and Caryapollenites triangularus),autotroph ,autotroph,,144,Fagales,3,1,messel,0,10,1.0,0.0,1.539647577092511,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
145,1,Juglandaceae (Carya sp. 2 and Caryapollenites circulus),autotroph ,autotroph,,145,Fagales,3,1,messel,0,7,1.0,0.0,1.563758389261745,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
146,1,Juglandaceae (Engelhardia sp. and Momipites punctatus),autotroph ,autotroph,,146,Fagales,3,1,messel,0,12,1.0,0.0,1.5162689804772234,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
147,1,Juglandaceae cf. Juglans and ?Subtriporopollenites anulatus),autotroph ,autotroph,,147,Fagales,3,1,messel,0,12,1.0,0.0,1.5850340136054422,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
148,1,Juglandaceae (Platycarya sp. 1 and Platycaryapollenites platycaryoides),autotroph ,autotroph,,148,Fagales,3,1,messel,0,11,1.0,0.0,1.6293706293706294,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
149,1,Juglandaceae (Platycarya sp. 2 and Platycaryapollenites miocaenicus),autotroph ,autotroph,,149,Fagales,3,1,messel,0,10,1.0,0.0,1.5,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
150,1,Juglandaceae (Plicatopollis hungaricus),autotroph ,autotroph,,150,Fagales,3,1,messel,0,10,1.0,0.0,1.3869047619047619,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
151,1,Juglandaceae (Plicatopollis lunatus),autotroph ,autotroph,,151,Fagales,3,1,messel,0,9,1.0,0.0,1.4746835443037976,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
152,1,Juglandaceae (Plicatopollis plicatus),autotroph ,autotroph,,152,Fagales,3,1,messel,0,10,1.0,0.0,1.5533333333333332,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
153,1,Juglandaceae (Plicatopollis potoniei),autotroph ,autotroph,,153,Fagales,3,1,messel,0,8,1.0,0.0,1.3732809430255404,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
154,1,Juglandaceae (Pterocarya sp. and Pterocaryapollenites stellatus),autotroph ,autotroph,,154,Fagales,3,1,messel,0,9,1.0,0.0,1.6762589928057554,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
155,1,Fagaceae (Quercus sp. and Tricolpopollenites asper),autotroph ,autotroph,,155,Fagales,3,1,messel,0,21,1.0,0.0,1.7475,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
156,1,Fagaceae (Tricolpopollenites liblarensis),autotroph ,autotroph,,156,Fagales,3,1,messel,0,14,1.0,0.0,1.825065274151436,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
157,1,Fagaceae (Tricolporopollenites cingulum),autotroph ,autotroph,,157,Fagales,3,1,messel,0,6,1.0,0.0,1.6642857142857144,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
158,1,Myrtaceae (Rhodomyrtophyllum rossmassleri),autotroph ,autotroph,,158,Myrtales,3,1,messel,0,14,1.0,0.0,1.5533333333333332,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
159,1,Myrtaceae (Rhodomyrtus sinuata ),autotroph ,autotroph,,159,Myrtales,3,1,messel,0,15,1.0,0.0,1.59954233409611,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
160,1,Myrtaceae (Duplopollis myrtoides),autotroph ,autotroph,,160,Myrtales,3,1,messel,0,20,1.0,0.0,1.5295404814004376,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
161,1,Lythraceae (gen. et sp. indet.),autotroph ,autotroph,,161,Myrtales,3,1,messel,0,21,1.0,0.0,1.7007299270072993,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
162,1,Thymelaeaceae (gen. et sp. indet.),autotroph ,autotroph,,162,Malvales,3,1,messel,0,15,1.0,0.0,1.5533333333333332,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
163,1,Tiliaceae (Dombeya sp.),autotroph ,autotroph,,163,Malvales,3,1,messel,0,14,1.0,0.0,1.7090464547677262,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
164,1,Tiliaceae (Intratiporopollenites ceciliensis),autotroph ,autotroph,,164,Malvales,3,1,messel,0,10,1.0,0.0,1.5707865168539326,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
165,1,Tiliaceae (Intratiporopollenites minimus),autotroph ,autotroph,,165,Malvales,3,1,messel,0,12,1.0,0.0,1.5672645739910314,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
166,1,Bombacaceae (Bombacacidites kettigensis ),autotroph ,autotroph,,166,Malvales,3,1,messel,0,11,1.0,0.0,1.6843373493975904,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
167,1,Bombacaceae (Bombacacidites tilioides ),autotroph ,autotroph,,167,Malvales,3,1,messel,0,15,1.0,0.0,1.484076433121019,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
168,1,Bombacaceae (Bombacacidites sp. ),autotroph ,autotroph,,168,Malvales,3,1,messel,0,10,1.0,0.0,1.7048780487804878,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
169,1,Sterculiaceae (Reevesiapollis triangulus or eucaenicus),autotroph ,autotroph,,169,Malvales,3,1,messel,0,14,1.0,0.0,1.769620253164557,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
170,1,Anacardiaceae (cf. Pentoperculum†),autotroph ,autotroph,,170,Sapindales,3,1,messel,0,5,1.0,0.0,1.4872340425531916,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
171,1,Anacardiaceae (gen. et sp. indet.),autotroph ,autotroph,,171,Sapindales,3,1,messel,0,7,1.0,0.0,1.6370023419203747,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
172,1,Rutaceae (Toddalia ovata),autotroph ,autotroph,,172,Sapindales,3,1,messel,0,20,1.0,0.0,1.606896551724138,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
173,1,Rutaceae (Rutaspermum sp.),autotroph ,autotroph,,173,Sapindales,3,1,messel,0,10,1.0,0.0,1.7388059701492538,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
174,1,Rutaceae (Rutaspermum chandlerae),autotroph ,autotroph,,174,Sapindales,3,1,messel,0,14,1.0,0.0,1.6563981042654028,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
175,1,Rutaceae (Rutaspermum messelense),autotroph ,autotroph,,175,Sapindales,3,1,messel,0,13,1.0,0.0,1.603211009174312,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
176,1,Simaroubaceae (Ailanthus sp.),autotroph ,autotroph,,176,Sapindales,3,1,messel,0,9,1.0,0.0,1.6255813953488372,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
177,1,Sapindaceae (Acer and Aceripollis striatus ),autotroph ,autotroph,,177,Sapindales,3,1,messel,0,18,1.0,0.0,1.6924939467312348,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
178,1,Burseraceae (Canarium sp.),autotroph ,autotroph,,178,Sapindales,3,1,messel,0,13,1.0,0.0,1.7090464547677262,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
179,1,Cornaceae (gen. et sp. indet.),autotroph ,autotroph,,179,Cornales,3,1,messel,0,19,1.0,0.0,1.6180555555555556,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
180,1,Mastixiaceae (Tricolporopollenites satzveyensis),autotroph ,autotroph,,180,Cornales,3,1,messel,0,11,1.0,0.0,1.6642857142857144,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
181,1,Nyssaceae (Nyssa and Nyssapollenites kruschii ),autotroph ,autotroph,,181,Cornales,3,1,messel,0,16,1.0,0.0,1.522875816993464,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
182,1,?Clethraceae (Tricolporopollenites megaexactus),autotroph ,autotroph,,182,Ericales,2,1,messel,0,6,1.0,0.0,1.6843373493975904,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
183,1,Cyrillaceae (sp. indet. 2),autotroph ,autotroph,,183,Ericales,3,1,messel,0,7,1.0,0.0,1.4967880085653105,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
184,1,Cyrillaceae (cf. Cyrilla sp.),autotroph ,autotroph,,184,Ericales,3,1,messel,0,2,1.0,0.0,1.333969465648855,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
185,1,Lecythidaceae (gen. et sp. indet.),autotroph ,autotroph,,185,Ericales,3,1,messel,0,9,1.0,0.0,1.7786259541984732,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
186,1,Ericaceae (Ericipites ericius),autotroph ,autotroph,,186,Ericales,3,1,messel,0,24,1.0,0.0,1.7301980198019802,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
187,1,Ericaceae (Ericipites callidus),autotroph ,autotroph,,187,Ericales,3,1,messel,0,22,1.0,0.0,1.7518796992481203,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
188,1,Theaceae (cf. Polyspora saxonica),autotroph ,autotroph,,188,Ericales,3,1,messel,0,9,1.0,0.0,1.581447963800905,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
189,1,Theaceae (cf. Ternstroemites 'dentatus'),autotroph ,autotroph,,189,Ericales,3,1,messel,0,15,1.0,0.0,1.595890410958904,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
190,1,Theaceae (gen. et sp. indet.),autotroph ,autotroph,,190,Ericales,3,1,messel,0,9,1.0,0.0,1.5778781038374718,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
191,1,Symplocaceae (Porocolpopollenites calauensis),autotroph ,autotroph,,191,Ericales,3,1,messel,0,5,1.0,0.0,1.6105990783410138,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
192,1,Symplocaceae (Porocolpopollenites rarobaculatus),autotroph ,autotroph,,192,Ericales,3,1,messel,0,8,1.0,0.0,1.6884057971014492,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
193,1,Sapotaceae (Tetracolporopollenites sapotoides),autotroph ,autotroph,,193,Ericales,3,1,messel,0,13,1.0,0.0,1.6447058823529412,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
194,1,Sapotaceae (Tetracolporopollenites manifestus),autotroph ,autotroph,,194,Ericales,3,1,messel,0,8,1.0,0.0,1.7090464547677262,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
195,1,Rubiaceae (gen. et sp. indet.),autotroph ,autotroph,,195,Gentianales,3,1,messel,0,14,1.0,0.0,1.6762589928057554,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
196,1,Apocynaceae (Apocynophyllum sp.),autotroph ,autotroph,,196,Gentianales,3,1,messel,0,18,1.0,0.0,1.7344913151364765,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
197,1,Apocynaceae (gen. et sp. indet.),autotroph ,autotroph,,197,Gentianales,3,1,messel,0,8,1.0,0.0,1.7388059701492538,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
198,1,Oleaceae (Tricolporopollenites microreticulatus),autotroph ,autotroph,,198,Lamiales,3,1,messel,0,12,1.0,0.0,1.6722488038277512,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
199,1,Verbenaceae (gen. et sp. indet.),autotroph ,autotroph,,199,Lamiales,3,1,messel,0,25,1.0,0.0,1.8015463917525774,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
200,1,Aquifoliaceae (Ilexpollenites iliacus ),autotroph ,autotroph,,200,Aquifoliales,3,1,messel,0,20,1.0,0.0,1.5672645739910314,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
201,1,Aquifoliaceae (Ilexpollenites margaritatus ),autotroph ,autotroph,,201,Aquifoliales,3,1,messel,0,15,1.0,0.0,1.7048780487804878,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
202,1,Araliaceae (Araliaceoipollenites reticuloides),autotroph ,autotroph,,202,Apiales,3,1,messel,0,27,1.0,0.0,1.6802884615384615,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
203,1,Araliaceae (Araliaceoipollenites euphorii),autotroph ,autotroph,,203,Apiales,3,1,messel,0,20,1.0,0.0,1.756281407035176,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
204,1,Caprifoliaceae (Sambucus sp.),autotroph ,autotroph,,204,Dipsacales,3,1,messel,0,36,1.0,0.0,1.7923076923076924,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
205,1,Fam. incertae (Punigiphyllum waltheri),autotroph ,autotroph,,205,Angiospermopsida,3,1,messel,0,12,1.0,0.0,1.5328947368421053,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
206,1,monocot incertae,autotroph ,autotroph,,206,Angiospermopsida,3,1,messel,0,4,1.0,0.0,1.6143187066974596,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
207,1,unknown dicot fruit (gen. 1),autotroph ,autotroph,,207,Angiospermopsida,3,1,messel,0,13,1.0,0.0,1.7651515151515151,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
208,1,dicot incertae (gen. 2),autotroph ,autotroph,,208,Angiospermopsida,3,1,messel,0,5,1.0,0.0,1.6447058823529412,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
209,1,dicot incertae: twig 1,autotroph ,autotroph,,209,Angiospermopsida,3,1,messel,0,6,1.0,0.0,1.5195652173913043,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
210,1,dicot incertae: twig 2,autotroph ,autotroph,,210,Angiospermopsida,3,1,messel,0,7,1.0,0.0,1.6255813953488372,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
211,1,dicot incertae: twig 3,autotroph ,autotroph,,211,Angiospermopsida,3,1,messel,0,3,1.0,0.0,1.3238636363636365,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
212,1,dicot incertae (Tricolporopollenites edmundii),autotroph ,autotroph,,212,Angiospermopsida,3,1,messel,0,4,1.0,0.0,1.7048780487804878,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
213,1,dicot incertae (Tricolpopollenites vegetus),autotroph ,autotroph,,213,Angiospermopsida,3,1,messel,0,8,1.0,0.0,1.539647577092511,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
214,1,dicot incertae (Tricolporopollenites microporitus),autotroph ,autotroph,,214,Angiospermopsida,3,1,messel,0,6,1.0,0.0,1.5533333333333332,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
215,1,dicot incertae (Tricolporopollenites mansfeldensis),autotroph ,autotroph,,215,Angiospermopsida,3,1,messel,0,9,1.0,0.0,1.7518796992481203,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
216,1,dicot incertae (Tricolporopollenites messelensis),autotroph ,autotroph,,216,Angiospermopsida,3,1,messel,0,6,1.0,0.0,1.4353182751540041,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
217,1,dicot incertae (Tricolporopollenites belgicus),autotroph ,autotroph,,217,Angiospermopsida,3,1,messel,0,5,1.0,0.0,1.7651515151515151,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
218,1,dicot incertae (Tricolporopollenites eocaenicus),autotroph ,autotroph,,218,Angiospermopsida,3,1,messel,0,7,1.0,0.0,1.471578947368421,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
219,1,dicot incertae (Tricolporopollenites abbreviatus),autotroph ,autotroph,,219,Angiospermopsida,3,1,messel,0,7,1.0,0.0,1.5362637362637364,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
220,1,unknown fruit (gen. 3),autotroph ,autotroph,,220,Angiospermopsida,3,1,messel,0,11,1.0,0.0,1.7741116751269035,0.0,1.0054347826086956,6.155854415193577,3.7989130434782608,
221,1,lichen,saprobe ,saprobe,,221,lichen,2,1,messel,2,17,2.5,1.0,1.606896551724138,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
222,1,Rhytismatales epiphyllous asomycete (cf. Rhytisma sp.),saprobe ,saprobe,,222,Ascomycetes,3,1,messel,2,11,2.0,1.0,1.5262008733624455,349.5,2.2036363636363636,1.621831411733215,530.2214700193424,
223,1,epiphyllous fungal species 2,saprobe ,saprobe,,223,Basidiomycetes,2,1,messel,1,9,2.0,1.0,1.5064655172413792,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
224,1,epiphyllous fungal species 3,saprobe ,saprobe,,224,Basidiomycetes,2,1,messel,1,14,2.0,1.0,1.563758389261745,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
225,1,epiphyllous fungi species and DT58 undifferentiated (host 1),saprobe ,saprobe,,225,Basidiomycetes,3,1,messel,1,12,2.0,1.0,1.5707865168539326,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
226,1,epiphyllous fungi species and DT58 undifferentiated (host 2),saprobe ,saprobe,,226,Basidiomycetes,3,1,messel,1,14,2.0,1.0,1.6762589928057554,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
227,1,Agaricales (Fam. incertae),saprobe ,saprobe,,227,Basidiomycetes,2,1,messel,1,22,2.0,1.0,1.7877237851662404,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
228,1,litter fungus,saprobe ,saprobe,,228,Ascomycetes,3,1,messel,2,20,2.0,1.0,1.7877237851662404,349.5,2.2036363636363636,1.621831411733215,530.2214700193424,
229,1,wood rot (perithecia),saprobe ,saprobe,,229,Ascomycetes,3,1,messel,3,14,2.0,1.0,1.7007299270072993,233.0,2.2036363636363636,1.621831411733215,530.2214700193424,
230,1,intestinal fungi,saprobe ,saprobe,,230,Fungi,3,1,messel,3,6,3.74,3.0,1.5533333333333332,7.4361702127659575,2.2036363636363636,1.621831411733215,530.2214700193424,
231,1,tubiform structures,saprobe ,saprobe,,231,Fungi,2,2,messel,1,5,2.0,1.0,1.5602678571428572,699.0,2.2036363636363636,1.621831411733215,530.2214700193424,
232,1,Hydrobiidae (gen. et sp. indet.),detritivore ,detritivore,,232,Sorbeoconcha,3,2,messel,4,4,2.0,1.0,1.6293706293706294,174.75,2.0,1.6293706293706294,174.75,
233,1,Spongillidae (Lutetiospongilla heili),omnivore (FF) ,omnivore (FF),,233,Haplosclerida,3,2,messel,8,2,3.12,3.0,1.6143187066974596,19.416666666666668,2.812903071011668,1.3607659364588756,68.67978149524073,
234,1,Spongillidae (Ephydatia gutenbergiana),omnivore (FF) ,omnivore (FF),,234,Haplosclerida,3,2,messel,13,3,2.9583333333333335,2.0,1.7518796992481203,25.88888888888889,2.812903071011668,1.3607659364588756,68.67978149524073,
235,1,Order incertae sedis,omnivore (FF) ,omnivore (FF),,235,Entoprocta,3,2,messel,5,2,3.7796610169491522,3.0,1.6143187066974596,5.503937007874016,2.812903071011668,1.3607659364588756,68.67978149524073,
236,1,Unionidae (gen. et sp. indet.),omnivore (FF) ,omnivore (FF),,236,Unionoida,3,2,messel,10,4,2.4166666666666665,2.0,1.1310679611650485,49.92857142857143,2.812903071011668,1.3607659364588756,68.67978149524073,
237,1,Bivalvia (Mytilidae and cf. Anodonta),omnivore (FF) ,omnivore (FF),,237,Mytiloidea,3,2,messel,8,3,2.4444444444444446,2.0,1.1166134185303513,49.92857142857143,2.812903071011668,1.3607659364588756,68.67978149524073,
238,1,Gastropoda (Vivaparidae: Vivaparus sp.),omnivore (FF) ,omnivore (FF),,238,Streptoneura,3,1,messel,11,7,2.4615384615384617,2.0,1.170854271356784,36.78947368421053,2.812903071011668,1.3607659364588756,68.67978149524073,
239,1,Gastropoda: Planorbidae (Australorbis cf. pseudoammonius),omnivore (FF) ,omnivore (FF),,239,Pulmonata,3,1,messel,7,3,3.32258064516129,3.0,0.9575342465753425,12.482142857142858,2.812903071011668,1.3607659364588756,68.67978149524073,
240,1,Gastropoda: Fam. Indet. (Toxocoprulus weitzeli),omnivore (FF) ,omnivore (FF),,240,?Sorbeoconcha,3,2,messel,2,6,2.0,1.0,1.5295404814004376,349.5,2.812903071011668,1.3607659364588756,68.67978149524073,
241,1,Gastropoda: Pleuroceridae (gen. et sp. indet.),herbivore (EFF) ,herbivore (EFF),,241,Sorbeoconcha,3,2,messel,6,6,2.1666666666666665,2.0,1.522875816993464,87.375,2.033333333333333,1.514789040633736,48.99852941176471,
242,1,Fam. indet.,omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),242,Branchiopoda,3,2,messel,5,12,2.0,1.0,2.020231213872832,139.8,2.3833333333333333,1.926775342606734,73.82678321678323,
243,1,Moinidae (Moina macrocopa),omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),243,Cladocera,3,2,messel,7,15,2.6666666666666665,2.0,1.9579831932773109,53.76923076923077,2.3833333333333333,1.926775342606734,73.82678321678323,
244,1,Cf. Bosminidae,omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),244,Cladocera,3,2,messel,7,17,2.6666666666666665,2.0,1.9362880886426592,53.76923076923077,2.3833333333333333,1.926775342606734,73.82678321678323,
245,1,Daphniidae (Ctenodaphnia magna),detritivore detritivore,detritivore,detritivore,245,Cladocera,3,2,messel,9,11,2.7857142857142856,2.0,1.9362880886426592,36.78947368421053,2.706936856247201,1.8642161967326802,87.35020838053453,
